Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
04-30-20,Grant,WA,Passenger,59,71,130,"0.0,255","65.0,385",0.20
05-31-19,Eagle,CO,Passenger,1,0,1,6,7,14.29
04-30-19,Maricopa,AZ,Passenger,6,4,10,1.00000007,"1.0,617",0.62
11-30-19,Jefferson,CO,Passenger,0,2,2,59,61,3.28
06-30-23,Frederick,MD,Passenger,2,1,3,51,54,5.56
04-30-20,Gwinnett,GA,Passenger,1,0,1,75,76,1.32
07-31-17,Maricopa,AZ,Passenger,2,1,3,"1.0,741","1.0,744",0.17
05-31-23,Coryell,TX,Passenger,1,0,1,76,77,1.30
03-31-21,Juneau,AK,Passenger,0,1,1,27,28,3.57
03-31-17,Walla Walla,WA,Passenger,20,22,42,"0.0,822","34.0,864",0.12
09-30-23,Lewis,WA,Truck,8,0,8,"25.0,793",25.00000001,0.03
04-30-19,Hawaii,HI,Passenger,1,0,1,65,66,1.52
05-31-21,Leavenworth,KS,Passenger,0,1,1,114,115,0.87
01-31-18,DuPage,IL,Passenger,1,0,1,66,67,1.49
February 29 2024,Hamilton,OH,Passenger,2,0,2,22,24,8.33
11-30-17,Grant,WA,Truck,0,0,0,"25.0,519","25.0,519",0.00
03-31-23,Walla Walla,WA,Truck,5,0,5,"13.0,793","13.0,798",0.04
10-31-18,Ferry,WA,Passenger,3,2,5,4.00000007,"0.0,412",0.11
08-31-17,Honolulu,HI,Passenger,3,2,5,574,579,0.86
12-31-18,Dallas,TX,Passenger,0,1,1,209,210,0.48
February 29 2024,Williamson,TX,Passenger,0,1,1,35,36,2.78
11-30-18,Cowlitz,WA,Passenger,69,91,160,"72.0,368","0.0,528",0.22
February 28 2018,Charles,MD,Passenger,0,1,1,82,83,1.20
12-31-23,Richland,SC,Passenger,0,1,1,89,90,1.11
11-30-21,Allegheny,PA,Passenger,1,1,2,70,72,2.78
01-31-24,Pima,AZ,Passenger,1,0,1,138,139,0.72
February 28 2023,Sacramento,CA,Passenger,4,1,5,192,197,2.54
08-31-22,Wichita,TX,Passenger,2,0,2,40,42,4.76
09-30-21,Collier,FL,Passenger,1,0,1,19,20,5.00
05-31-22,Yavapai,AZ,Passenger,0,1,1,30,31,3.23
07-31-22,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
11-30-21,Washington,OR,Passenger,1,0,1,366,367,0.27
11-30-20,Wilson,TX,Passenger,0,1,1,6,7,14.29
09-30-22,Stafford,VA,Passenger,2,1,3,90,93,3.23
07-31-21,Middlesex,MA,Passenger,1,1,2,99,101,1.98
04-30-21,Ramsey,MN,Passenger,1,0,1,32,33,3.03
February 28 2022,Walla Walla,WA,Passenger,152,90,242,"0.0,217","36.0,459",0.66
12-31-22,Charles,MD,Passenger,1,1,2,55,57,3.51
12-31-21,San Luis Obispo,CA,Passenger,1,0,1,63,64,1.56
12-31-20,Palm Beach,FL,Passenger,0,2,2,77,79,2.53
03-31-22,Lincoln,OR,Passenger,0,1,1,32,33,3.03
February 28 2021,Kent,MI,Passenger,0,1,1,27,28,3.57
07-31-18,Travis,TX,Passenger,1,1,2,201,203,0.99
12-31-20,Hillsborough,FL,Passenger,0,1,1,169,170,0.59
09-30-23,Goochland,VA,Passenger,1,2,3,31,34,8.82
07-31-19,Fulton,GA,Passenger,0,2,2,103,105,1.90
08-31-22,Hamilton,IN,Passenger,1,0,1,20,21,4.76
10-31-19,Kootenai,ID,Passenger,1,1,2,226,228,0.88
05-31-22,San Bernardino,CA,Passenger,2,1,3,346,349,0.86
01-31-18,Monterey,CA,Passenger,0,2,2,196,198,1.01
07-31-23,Fulton,GA,Passenger,1,0,1,55,56,1.79
01-31-23,Marin,CA,Passenger,1,1,2,31,33,6.06
05-31-23,Meade,KY,Passenger,1,0,1,18,19,5.26
06-30-22,New Haven,CT,Passenger,0,2,2,34,36,5.56
February 28 2021,Klickitat,WA,Truck,0,0,0,"8.0,114","8.0,114",0.00
05-31-19,Cowlitz,WA,Passenger,95,107,202,72.00000001,73.00000003,0.28
04-30-18,Moore,NC,Passenger,0,1,1,194,195,0.51
12-31-22,Garfield,WA,Truck,0,0,0,973,973,0.00
11-30-19,Skagit,WA,Truck,1,0,1,"32.0,536","32.0,537",0.00
01-31-17,Hidalgo,TX,Passenger,0,1,1,100,101,0.99
08-31-22,Bryan,GA,Passenger,0,1,1,31,32,3.12
08-31-19,Lewis,WA,Passenger,105,98,203,"59.0,359","0.0,562",0.34
07-31-23,Walla Walla,WA,Passenger,226,114,340,35.00000004,"35.0,744",0.95
03-31-23,Lincoln,WA,Passenger,18,17,35,7.00000008,"7.0,743",0.45
08-31-18,Island,WA,Truck,0,0,0,21.0000037,21.0000037,0.00
08-31-23,Clallam,WA,Truck,19,0,19,"21.0,646","21.0,665",0.09
07-31-17,Whitman,WA,Truck,0,0,0,"0.0,427","0.0,427",0.00
10-31-20,San Mateo,CA,Passenger,1,1,2,115,117,1.71
05-31-22,Columbia,WA,Passenger,7,0,7,"2.0,439","2.0,446",0.29
06-30-17,,,Passenger,3,0,3,454,457,0.66
01-31-19,Cook,IL,Passenger,1,0,1,250,251,0.40
08-31-20,Spartanburg,SC,Passenger,0,1,1,50,51,1.96
07-31-19,Placer,CA,Passenger,1,0,1,104,105,0.95
06-30-18,Carroll,NH,Passenger,0,1,1,1,2,50.00
05-31-17,Pacific,WA,Passenger,9,7,16,"15.0,133","15.0,149",0.11
11-30-20,Goochland,VA,Passenger,4,2,6,253,259,2.32
February 28 2023,Whitman,WA,Truck,4,0,4,8.000000000,"8.0,654",0.05
08-31-22,Penobscot,ME,Passenger,0,1,1,9,10,10.00
February 28 2018,Thurston,WA,Truck,0,0,0,"0.0,920","0.0,920",0.00
08-31-20,Kittitas,WA,Truck,0,0,0,"14.0,557","14.0,557",0.00
09-30-21,Lincoln,WA,Truck,0,0,0,"4.0,783","4.0,783",0.00
06-30-20,Multnomah,OR,Passenger,4,7,11,728,739,1.49
12-31-20,Salt Lake,UT,Passenger,0,1,1,183,184,0.54
04-30-21,Travis,TX,Passenger,3,3,6,175,181,3.31
08-31-19,New London,CT,Passenger,0,1,1,239,240,0.42
08-31-22,St. Louis,MO,Passenger,2,0,2,63,65,3.08
07-31-19,Clark,WA,Truck,0,0,0,80.00000001,80.00000001,0.00
12-31-20,Deschutes,OR,Passenger,2,0,2,131,133,1.50
12-31-17,Monterey,CA,Passenger,0,2,2,192,194,1.03
February 28 2021,Nassau,NY,Passenger,4,0,4,32,36,11.11
12-31-19,Jefferson,WA,Passenger,217,134,351,"0.0,182","25.0,533",1.37
08-31-17,Jefferson,WA,Truck,0,0,0,"0.0,424","0.0,424",0.00
07-31-22,Maui,HI,Passenger,1,0,1,24,25,4.00
10-31-17,Benton,WA,Passenger,164,155,319,"129.0,399","129.0,718",0.25
03-31-21,Walla Walla,WA,Passenger,107,72,179,"0.0,274","36.0,453",0.49
06-30-19,Skamania,WA,Passenger,23,18,41,"0.0,720","8.0,761",0.47
10-31-21,Sacramento,CA,Passenger,2,1,3,245,248,1.21
12-31-21,Montgomery,MD,Passenger,3,2,5,214,219,2.28
11-30-20,Rockingham,NH,Passenger,1,0,1,24,25,4.00
February 28 2019,Dakota,MN,Passenger,0,2,2,34,36,5.56
05-31-23,Tooele,UT,Passenger,1,0,1,8,9,11.11
12-31-22,Marion,IA,Passenger,1,0,1,0,1,100.00
February 28 2023,Pacific,WA,Passenger,72,82,154,"15.0,667","0.0,821",0.97
12-31-22,Yakima,WA,Truck,6,0,6,"61.0,173","61.0,179",0.01
09-30-20,Monterey,CA,Passenger,0,2,2,162,164,1.22
05-31-20,Nassau,NY,Passenger,4,0,4,38,42,9.52
03-31-20,Charles,MD,Passenger,0,1,1,78,79,1.27
11-30-23,Yolo,CA,Passenger,1,0,1,18,19,5.26
05-31-20,Jefferson,WA,Passenger,233,141,374,"0.0,820","25.0,194",1.48
07-31-18,Moore,NC,Passenger,0,1,1,197,198,0.51
04-30-17,Okaloosa,FL,Passenger,1,0,1,196,197,0.51
09-30-19,Charleston,SC,Passenger,1,0,1,118,119,0.84
11-30-21,Mercer,NJ,Passenger,0,1,1,15,16,6.25
07-31-23,Marion,IA,Passenger,1,0,1,0,1,100.00
February 28 2021,El Paso,CO,Passenger,2,0,2,714,716,0.28
04-30-19,Moore,NC,Passenger,0,1,1,182,183,0.55
09-30-22,Washington,OR,Passenger,1,0,1,306,307,0.33
03-31-17,Madison,ID,Passenger,1,0,1,44,45,2.22
06-30-23,Dorchester,SC,Passenger,1,0,1,45,46,2.17
07-31-17,Sangamon,IL,Passenger,1,0,1,11,12,8.33
07-31-18,Klickitat,WA,Passenger,24,31,55,"0.0,219","0.0,274",0.36
04-30-20,Monterey,CA,Passenger,0,1,1,180,181,0.55
09-30-17,Douglas,WA,Truck,0,0,0,"11.0,593","11.0,593",0.00
01-31-19,Shasta,CA,Passenger,1,0,1,45,46,2.17
11-30-19,Cowlitz,WA,Truck,0,0,0,"0.0,024","0.0,024",0.00
05-31-22,Adams,WA,Truck,0,0,0,"5.0,473","5.0,473",0.00
09-30-22,Nueces,TX,Passenger,1,1,2,52,54,3.70
05-31-21,Missoula,MT,Passenger,1,0,1,64,65,1.54
01-31-24,Franklin,WA,Truck,10,0,10,"0.0,402","0.0,412",0.05
04-30-22,Wahkiakum,WA,Truck,0,0,0,"1.0,815","1.0,815",0.00
February 28 2018,Grays Harbor,WA,Truck,0,0,0,"20.0,111","20.0,111",0.00
10-31-19,Collin,TX,Passenger,2,1,3,140,143,2.10
03-31-17,Harnett,NC,Passenger,1,0,1,263,264,0.38
05-31-17,Adams,WA,Truck,0,0,0,5.0000079,5.0000079,0.00
12-31-21,Providence,RI,Passenger,1,0,1,21,22,4.55
12-31-21,Randolph,NC,Passenger,1,0,1,6,7,14.29
04-30-17,Eagle,CO,Passenger,1,0,1,8,9,11.11
01-31-22,King,WA,Truck,14,1,15,"182.0,593",182.00000008,0.01
February 28 2018,Fairfax,VA,Passenger,3,2,5,825,830,0.60
08-31-18,Franklin,WA,Truck,0,0,0,"18.0,791","18.0,791",0.00
01-31-20,Fort Bend,TX,Passenger,1,0,1,50,51,1.96
February 28 2021,Sacramento,CA,Passenger,2,1,3,257,260,1.15
06-30-18,Cowlitz,WA,Passenger,55,74,129,"0.0,729","71.0,858",0.18
12-31-21,Klickitat,WA,Truck,0,0,0,"0.0,326","0.0,326",0.00
12-31-17,Pacific,WA,Truck,0,0,0,"7.0,544","7.0,544",0.00
11-30-21,Placer,CA,Passenger,2,0,2,76,78,2.56
05-31-22,San Luis Obispo,CA,Passenger,1,0,1,61,62,1.61
04-30-20,Cascade,MT,Passenger,0,1,1,61,62,1.61
12-31-19,Calvert,MD,Passenger,0,2,2,89,91,2.20
11-30-17,Montgomery,PA,Passenger,1,0,1,39,40,2.50
01-31-18,Juneau,AK,Passenger,0,1,1,43,44,2.27
04-30-17,Spokane,WA,Passenger,236,208,444,"295.0,717","296.0,161",0.15
12-31-21,Benton,WA,Passenger,637,445,"0.0,082","0.0,029","137.0,111",0.79
09-30-21,Columbia,WA,Truck,0,0,0,"1.0,536","1.0,536",0.00
01-31-20,Whitman,WA,Truck,0,0,0,"8.0,569","8.0,569",0.00
07-31-17,Clark,WA,Truck,0,0,0,"0.0,729","0.0,729",0.00
08-31-22,Williamson,TX,Passenger,0,2,2,82,84,2.38
01-31-24,Rockingham,NH,Passenger,1,0,1,10,11,9.09
09-30-20,Skagit,WA,Truck,1,0,1,"32.0,635","32.0,636",0.00
01-31-23,Hillsborough,FL,Passenger,1,2,3,112,115,2.61
February 28 2017,Salt Lake,UT,Passenger,0,1,1,332,333,0.30
11-30-20,Missoula,MT,Passenger,1,0,1,66,67,1.49
11-30-18,King,WA,Truck,6,1,7,"0.0,729","182.0,736",0.00
01-31-24,King,WA,Truck,1.00000003,2,1.00000005,"168.0,913",170.0000018,0.65
09-30-23,Solano,CA,Passenger,5,0,5,128,133,3.76
01-31-20,Moore,NC,Passenger,0,1,1,168,169,0.59
05-31-21,Spartanburg,SC,Passenger,0,1,1,55,56,1.79
February 28 2021,San Francisco,CA,Passenger,1,1,2,104,106,1.89
09-30-18,Norfolk,MA,Passenger,1,0,1,37,38,2.63
08-31-20,Columbia,OR,Passenger,1,0,1,27,28,3.57
03-31-19,Dale,AL,Passenger,0,1,1,51,52,1.92
01-31-19,Prince George's,MD,Passenger,1,1,2,188,190,1.05
05-31-22,Grays Harbor,WA,Passenger,205,158,363,49.0000061,"0.0,424",0.73
06-30-22,Yakima,WA,Truck,1,0,1,61.000000000,"61.0,391",0.00
11-30-20,Mason,WA,Passenger,169,133,302,"47.0,483","47.0,785",0.63
03-31-18,Pinal,AZ,Passenger,2,0,2,214,216,0.93
10-31-23,Fairfax,VA,Passenger,6,3,9,534,543,1.66
01-31-22,Franklin,WA,Truck,0,0,0,20.000000000,20.000000000,0.00
11-30-23,Kings,CA,Passenger,2,2,4,255,259,1.54
01-31-24,Orange,CA,Passenger,7,2,9,247,256,3.52
06-30-21,Montgomery,PA,Passenger,1,0,1,26,27,3.70
12-31-22,Nueces,TX,Passenger,0,1,1,52,53,1.89
05-31-23,Charleston,SC,Passenger,1,2,3,57,60,5.00
03-31-19,Franklin,MA,Passenger,0,1,1,1,2,50.00
06-30-18,Utah,UT,Passenger,0,1,1,139,140,0.71
February 28 2023,Douglas,WA,Truck,6,0,6,12.000000000,"12.0,886",0.05
01-31-19,Franklin,WA,Passenger,49,68,117,"59.0,315","0.0,432",0.20
01-31-17,San Diego,CA,Passenger,4,2,6,"2.0,894",2.000000000,0.21
February 28 2023,Klickitat,WA,Truck,4,0,4,"0.0,273","0.0,277",0.05
09-30-21,Pacific,WA,Truck,0,0,0,"7.0,995","7.0,995",0.00
04-30-21,Chesapeake,VA,Passenger,0,2,2,402,404,0.50
07-31-23,Clallam,WA,Passenger,569,294,863,49.0000016,"49.0,879",1.73
04-30-18,Lincoln,WA,Passenger,2,6,8,"0.0,612","0.0,620",0.10
11-30-19,Cochise,AZ,Passenger,0,1,1,103,104,0.96
01-31-17,Monterey,CA,Passenger,0,1,1,234,235,0.43
11-30-21,Anchorage,AK,Passenger,2,0,2,138,140,1.43
08-31-20,DuPage,IL,Passenger,4,0,4,60,64,6.25
07-31-22,Ulster,NY,Passenger,1,0,1,12,13,7.69
12-31-22,Ray,MO,Passenger,0,1,1,1,2,50.00
08-31-21,Bartow,GA,Passenger,0,1,1,4,5,20.00
01-31-24,Clark,WA,Passenger,"0.0,289","2.0,665","9.0,954","0.0,276","0.0,230",3.14
01-31-19,King,WA,Passenger,"17.0,165","6.0,677","0.0,842","1,380,705","1,404,547",1.70
06-30-22,Kitsap,WA,Passenger,"2.0,389",1.0000053,"0.0,442",178.000000000,"0.0,802",1.89
12-31-17,Columbia,WA,Truck,0,0,0,"1.0,541","1.0,541",0.00
12-31-20,Prince William,VA,Passenger,1,3,4,221,225,1.78
03-31-18,Orange,FL,Passenger,2,1,3,170,173,1.73
03-31-21,Suffolk,MA,Passenger,0,2,2,34,36,5.56
03-31-20,Vigo,IN,Passenger,1,0,1,5,6,16.67
03-31-21,Bexar,TX,Passenger,3,5,8,579,587,1.36
11-30-22,Travis,TX,Passenger,2,0,2,100,102,1.96
11-30-22,Allen,IN,Passenger,1,0,1,17,18,5.56
12-31-21,Lake,IN,Passenger,0,1,1,9,10,10.00
01-31-20,Lake,FL,Passenger,1,0,1,24,25,4.00
04-30-19,Virginia Beach,VA,Passenger,1,1,2,696,698,0.29
08-31-20,Harris,TX,Passenger,1,0,1,242,243,0.41
01-31-19,Garfield,WA,Passenger,1,1,2,"1.0,331","1.0,333",0.15
11-30-20,Skagit,WA,Passenger,481,235,716,"91.0,376","0.0,092",0.78
10-31-18,Columbia,WA,Truck,0,0,0,"1.0,518","1.0,518",0.00
08-31-22,Bexar,TX,Passenger,4,3,7,456,463,1.51
03-31-19,Maui,HI,Passenger,2,0,2,50,52,3.85
06-30-21,Moore,NC,Passenger,0,1,1,134,135,0.74
12-31-19,District of Columbia,DC,Passenger,1,1,2,210,212,0.94
11-30-20,Harnett,NC,Passenger,1,0,1,199,200,0.50
12-31-20,Lee,FL,Passenger,1,0,1,46,47,2.13
05-31-20,Penobscot,ME,Passenger,0,1,1,16,17,5.88
05-31-20,Jefferson,CO,Passenger,0,1,1,58,59,1.69
10-31-19,Twin Falls,ID,Passenger,0,1,1,27,28,3.57
05-31-23,King,WA,Passenger,55.000000000,"0.0,208","69.0,848","1,323,539","1,393,387",5.01
04-30-17,Snohomish,WA,Passenger,1.00000009,860,"2.0,569","512.0,718","0.0,287",0.50
11-30-21,Clallam,WA,Passenger,372,238,610,"0.0,502","0.0,112",1.19
07-31-19,Grays Harbor,WA,Passenger,82,85,167,"47.0,991","48.0,158",0.35
07-31-19,Ferry,WA,Passenger,5,2,7,4.000000000,4.00000007,0.16
05-31-19,Pierce,WA,Truck,0,0,0,"139.0,617","139.0,617",0.00
11-30-21,Sacramento,CA,Passenger,2,1,3,246,249,1.20
06-30-20,Nassau,NY,Passenger,4,0,4,34,38,10.53
11-30-19,Yakima,WA,Truck,0,0,0,"0.0,582","0.0,582",0.00
February 28 2018,Ferry,WA,Passenger,1,3,4,"4.0,395","4.0,399",0.09
06-30-20,Santa Clara,CA,Passenger,8,2,10,314,324,3.09
07-31-18,Saratoga,NY,Passenger,1,1,2,62,64,3.12
03-31-17,King,WA,Truck,8,1,9,189.000000000,"189.0,749",0.00
04-30-21,Chelan,WA,Passenger,314,93,407,"54.0,666",55.0000073,0.74
10-31-22,Wahkiakum,WA,Passenger,24,12,36,3.0000061,3.0000097,1.16
11-30-17,Richland,SC,Passenger,0,1,1,180,181,0.55
11-30-22,Oldham,KY,Passenger,0,1,1,4,5,20.00
09-30-18,Garfield,OK,Passenger,1,0,1,16,17,5.88
11-30-18,Island,WA,Truck,0,0,0,"21.0,164","21.0,164",0.00
February 28 2017,Stevens,WA,Truck,0,0,0,"18.0,331","18.0,331",0.00
10-31-22,Queens,NY,Passenger,1,0,1,37,38,2.63
05-31-21,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
10-31-17,Whatcom,WA,Passenger,510,202,712,"0.0,292",145.00000004,0.49
01-31-18,San Juan,WA,Passenger,137,46,183,"0.0,921",14.00000004,1.30
February 28 2019,Asotin,WA,Truck,0,0,0,"6.0,643","6.0,643",0.00
07-31-18,El Paso,CO,Passenger,2,1,3,765,768,0.39
06-30-23,Mercer,NJ,Passenger,0,1,1,12,13,7.69
10-31-17,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
11-30-18,Pima,AZ,Passenger,1,1,2,414,416,0.48
07-31-21,Shelby,OH,Passenger,0,1,1,2,3,33.33
08-31-21,Grant,WA,Passenger,123,96,219,"0.0,829",67.0000048,0.33
09-30-21,Douglas,WA,Truck,0,0,0,12.000000000,12.000000000,0.00
09-30-20,Arapahoe,CO,Passenger,1,0,1,135,136,0.74
February 28 2021,St. Louis,MO,Passenger,1,0,1,95,96,1.04
05-31-22,Gwinnett,GA,Passenger,1,0,1,52,53,1.89
04-30-21,Klickitat,WA,Passenger,67,47,114,"0.0,182","0.0,296",0.75
12-31-17,Adams,WA,Truck,0,0,0,"0.0,127","0.0,127",0.00
07-31-20,,,Passenger,6,1,7,378,385,1.82
07-31-22,Nassau,NY,Passenger,3,0,3,30,33,9.09
February 28 2017,Kittitas,WA,Passenger,15,15,30,27.0000059,27.0000089,0.11
05-31-21,Gwinnett,GA,Passenger,1,0,1,65,66,1.52
05-31-18,Polk,FL,Passenger,1,0,1,67,68,1.47
04-30-22,Wake,NC,Passenger,1,0,1,104,105,0.95
10-31-17,Northampton,PA,Passenger,0,1,1,69,70,1.43
01-31-22,Kauai,HI,Passenger,1,0,1,19,20,5.00
01-31-22,Platte,MO,Passenger,1,0,1,20,21,4.76
February 28 2021,Pierce,WA,Passenger,"0.0,028",1.00000009,"4.0,837","555.0,115","0.0,952",0.86
06-30-23,Travis,TX,Passenger,1,0,1,90,91,1.10
10-31-21,Essex,NJ,Passenger,2,0,2,13,15,13.33
04-30-18,,,Passenger,4,2,6,434,440,1.36
05-31-22,Arlington,VA,Passenger,1,0,1,131,132,0.76
07-31-19,Pinellas,FL,Passenger,1,0,1,119,120,0.83
07-31-18,Garfield,WA,Truck,0,0,0,955,955,0.00
07-31-20,Kittitas,WA,Passenger,104,47,151,"29.0,758",29.00000009,0.50
06-30-23,Charles,MD,Passenger,1,1,2,54,56,3.57
06-30-18,Marion,IN,Passenger,1,0,1,120,121,0.83
01-31-21,St. Louis,MO,Passenger,1,0,1,99,100,1.00
February 28 2019,Yakima,WA,Passenger,86,101,187,"164.0,444","164.0,631",0.11
06-30-19,Fresno,CA,Passenger,1,0,1,199,200,0.50
11-30-20,Deschutes,OR,Passenger,2,0,2,136,138,1.45
06-30-18,Gwinnett,GA,Passenger,0,1,1,84,85,1.18
07-31-17,Clallam,WA,Passenger,93,77,170,"48.0,419","48.0,589",0.35
11-30-22,Harnett,NC,Passenger,2,0,2,157,159,1.26
04-30-20,Skagit,WA,Truck,1,0,1,"32.0,381","0.0,382",0.00
09-30-20,St. Mary's,MD,Passenger,1,0,1,214,215,0.47
01-31-20,Charleston,SC,Passenger,1,0,1,115,116,0.86
07-31-18,Frederick,MD,Passenger,0,1,1,86,87,1.15
05-31-17,Arlington,VA,Passenger,1,1,2,170,172,1.16
05-31-20,El Paso,TX,Passenger,3,0,3,437,440,0.68
04-30-23,San Mateo,CA,Passenger,2,0,2,69,71,2.82
01-31-21,Miami-Dade,FL,Passenger,1,0,1,98,99,1.01
09-30-22,Grays Harbor,WA,Truck,2,0,2,"21.0,164","21.0,166",0.01
06-30-22,Rock Island,IL,Passenger,0,1,1,13,14,7.14
05-31-20,Wilson,TX,Passenger,0,1,1,7,8,12.50
08-31-17,Walla Walla,WA,Passenger,27,27,54,"0.0,982",35.0000036,0.15
12-31-19,Deschutes,OR,Passenger,4,0,4,158,162,2.47
03-31-20,Klickitat,WA,Truck,0,0,0,"0.0,271","0.0,271",0.00
03-31-18,Garfield,WA,Passenger,1,0,1,1.000000000,"1.0,331",0.08
11-30-19,Middlesex,MA,Passenger,1,1,2,108,110,1.82
February 28 2023,Pima,AZ,Passenger,1,0,1,209,210,0.48
08-31-23,Bartow,GA,Passenger,0,1,1,3,4,25.00
08-31-18,Cowlitz,WA,Truck,0,0,0,28.00000005,28.00000005,0.00
09-30-22,Asotin,WA,Truck,0,0,0,"6.0,696","6.0,696",0.00
11-30-23,Lincoln,WA,Truck,0,0,0,4.000000000,4.000000000,0.00
06-30-18,Okanogan,WA,Passenger,9,19,28,"25.0,948","25.0,976",0.11
06-30-17,Juneau,AK,Passenger,0,1,1,46,47,2.13
01-31-20,Pinellas,FL,Passenger,1,1,2,118,120,1.67
10-31-20,Rogers,OK,Passenger,1,0,1,5,6,16.67
09-30-19,Grant,WA,Passenger,48,63,111,"65.0,161","0.0,272",0.17
08-31-23,Columbia,WA,Truck,0,0,0,"1.0,555","1.0,555",0.00
February 28 2023,Escambia,FL,Passenger,0,1,1,142,143,0.70
10-31-21,Plaquemines,LA,Passenger,0,1,1,19,20,5.00
10-31-18,San Juan,PR,Passenger,0,1,1,4,5,20.00
06-30-21,Klamath,OR,Passenger,1,0,1,32,33,3.03
04-30-18,DeKalb,IN,Passenger,1,0,1,1,2,50.00
03-31-18,Carroll,NH,Passenger,0,1,1,1,2,50.00
February 28 2022,Jefferson,WA,Truck,0,0,0,"9.0,574","9.0,574",0.00
12-31-17,Contra Costa,CA,Passenger,0,1,1,464,465,0.22
February 28 2023,Dallas,TX,Passenger,1,0,1,91,92,1.09
February 28 2022,St. Louis,MO,Passenger,2,0,2,77,79,2.53
03-31-17,Hawaii,HI,Passenger,1,0,1,89,90,1.11
01-31-24,Middlesex,MA,Passenger,2,1,3,61,64,4.69
February 28 2023,York,VA,Passenger,1,0,1,77,78,1.28
06-30-20,Travis,TX,Passenger,3,1,4,188,192,2.08
09-30-20,Nassau,FL,Passenger,1,0,1,36,37,2.70
05-31-17,Spokane,WA,Truck,1,0,1,"0.0,323","0.0,324",0.00
06-30-19,Washoe,NV,Passenger,2,0,2,118,120,1.67
11-30-18,Denver,CO,Passenger,1,0,1,131,132,0.76
12-31-20,Lake,IL,Passenger,2,0,2,170,172,1.16
10-31-19,Palm Beach,FL,Passenger,0,2,2,82,84,2.38
07-31-22,Miami-Dade,FL,Passenger,1,0,1,76,77,1.30
February 28 2021,Arlington,VA,Passenger,0,1,1,143,144,0.69
01-31-22,Lane,OR,Passenger,0,2,2,116,118,1.69
01-31-21,Cumberland,NC,Passenger,0,2,2,457,459,0.44
04-30-23,Middlesex,MA,Passenger,2,1,3,73,76,3.95
01-31-19,Lake,CA,Passenger,0,1,1,11,12,8.33
11-30-18,Larimer,CO,Passenger,1,0,1,60,61,1.64
06-30-18,Latah,ID,Passenger,0,1,1,78,79,1.27
05-31-23,Texas,MO,Passenger,1,0,1,1,2,50.00
11-30-23,Clark,NV,Passenger,5,2,7,352,359,1.95
04-30-17,Wahkiakum,WA,Passenger,0,2,2,"2.0,848",2.000000000,0.07
04-30-21,Montgomery,PA,Passenger,1,0,1,26,27,3.70
05-31-17,Pierce,WA,Truck,0,0,0,"137.0,658","137.0,658",0.00
07-31-18,Thurston,WA,Truck,0,0,0,"54.0,414","54.0,414",0.00
08-31-19,Spokane,WA,Passenger,574,439,1.0000013,313.0000084,314.0000097,0.32
03-31-17,Columbia,WA,Truck,0,0,0,1.000000000,1.000000000,0.00
12-31-23,Skamania,WA,Passenger,136,50,186,7.000000000,8.0000056,2.31
10-31-22,Columbia,WA,Passenger,8,1,9,"2.0,439","2.0,448",0.37
12-31-18,Los Angeles,CA,Passenger,5,5,10,1.000000000,1.000000000,0.88
07-31-19,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
10-31-20,Klamath,OR,Passenger,1,0,1,34,35,2.86
08-31-22,Benton,WA,Truck,5,0,5,"43.0,399",43.00000004,0.01
03-31-22,Kitsap,WA,Truck,1,0,1,"0.0,924","0.0,925",0.00
07-31-19,Whitman,WA,Passenger,33,45,78,"22.0,694","0.0,772",0.34
08-31-20,Salt Lake,UT,Passenger,0,1,1,192,193,0.52
05-31-23,Alexandria,VA,Passenger,3,1,4,88,92,4.35
12-31-23,Middlesex,MA,Passenger,2,1,3,63,66,4.55
February 28 2018,Madison,ID,Passenger,1,0,1,40,41,2.44
February 29 2024,Grant,WA,Passenger,372,162,534,"64.0,765","0.0,299",0.82
12-31-17,Pima,AZ,Passenger,1,1,2,422,424,0.47
04-30-21,Greene,MO,Passenger,0,1,1,35,36,2.78
05-31-19,King,WA,Truck,5,1,6,181.000000000,"181.0,916",0.00
11-30-21,Spokane,WA,Truck,0,0,0,"102.0,641","102.0,641",0.00
06-30-20,Lincoln,WA,Truck,0,0,0,"0.0,622","0.0,622",0.00
03-31-20,Ferry,WA,Truck,0,0,0,"3.0,565","3.0,565",0.00
04-30-20,Washoe,NV,Passenger,1,0,1,112,113,0.88
10-31-20,DuPage,IL,Passenger,4,1,5,58,63,7.94
05-31-19,Wayne,MI,Passenger,0,1,1,69,70,1.43
05-31-23,Currituck,NC,Passenger,1,0,1,19,20,5.00
07-31-17,Mason,WA,Passenger,57,69,126,"0.0,625","43.0,751",0.29
10-31-22,Sacramento,CA,Passenger,3,1,4,214,218,1.83
February 28 2019,Ramsey,MN,Passenger,1,0,1,41,42,2.38
09-30-17,Hardin,KY,Passenger,0,1,1,111,112,0.89
12-31-22,Currituck,NC,Passenger,1,0,1,19,20,5.00
12-31-21,Clinton,PA,Passenger,1,0,1,0,1,100.00
